N,P,K,temperature,humidity,ph,rainfall,label
83.49,26.05,37.15,38.19,50.52,7.98,66.62,Bajra
126.08,68.22,92.59,29.37,82.19,7.18,194.45,Sugarcane
98.25,60.12,97.51,21.67,72.39,6.79,94.94,Tomato
80.54,69.2,65.64,27.36,69.01,6.18,65.13,Tomato
115.43,55.87,103.17,19.11,71.86,5.35,110.88,Potato
91.5,52.51,48.77,32.78,80.63,6.37,186.76,Jute
118.19,61.9,86.43,15.45,51.17,7.46,57.41,Wheat
105.78,56.07,117.0,19.19,72.13,5.8,118.08,Potato
32.72,78.18,68.46,23.87,67.02,6.48,107.31,Soybean
127.02,60.7,84.45,36.16,72.69,6.58,166.42,Sugarcane
68.24,40.01,45.48,34.18,68.04,5.63,83.65,Mango
119.89,83.53,120.09,21.93,82.32,5.72,94.68,Potato
89.73,54.33,50.93,30.87,84.91,6.38,186.3,Jute
33.73,87.05,35.64,20.26,51.8,7.65,42.36,Chickpea
106.63,54.57,45.87,33.86,84.39,6.49,220.49,Jute
101.41,41.34,58.51,25.74,62.49,6.15,127.24,Maize
38.83,82.17,68.49,22.64,61.27,6.81,138.52,Soybean
92.49,45.36,56.61,25.45,67.46,6.15,140.86,Maize
65.42,40.31,48.84,37.42,51.65,7.05,53.04,Bajra
31.42,68.87,68.48,22.23,66.59,7.07,92.05,Soybean
81.54,41.17,46.68,32.85,87.08,6.79,225.86,Rice
96.87,56.62,68.52,23.15,62.86,6.31,78.38,Tomato
128.43,63.47,90.45,31.42,70.43,6.9,196.52,Sugarcane
107.89,65.3,73.23,15.72,62.08,7.26,54.62,Wheat
102.39,45.8,55.02,26.54,71.82,6.37,123.01,Maize
79.61,64.18,66.49,23.03,74.54,6.24,106.91,Tomato
85.05,68.57,86.9,22.7,74.72,6.48,65.39,Tomato
99.74,61.96,68.18,27.58,65.81,6.14,105.99,Maize
113.16,69.26,110.95,18.68,79.07,5.67,115.87,Potato
92.25,57.15,41.55,11.32,45.19,7.41,57.28,Barley
126.33,74.13,97.17,29.69,77.1,7.47,168.62,Sugarcane
102.06,41.43,77.34,25.18,68.03,6.38,107.52,Maize
77.12,51.41,86.98,20.23,70.66,6.77,100.78,Tomato
93.02,50.91,41.25,30.13,88.06,6.46,202.6,Rice
125.82,59.08,78.02,33.11,71.19,7.09,151.57,Sugarcane
76.99,50.64,49.14,16.52,45.6,6.58,31.25,Mustard
67.27,50.97,49.61,15.14,54.29,6.9,46.96,Mustard
84.79,25.98,34.89,38.09,54.87,7.67,64.91,Bajra
25.01,73.19,43.01,19.94,50.18,7.89,30.64,Chickpea
61.66,41.96,32.14,35.56,55.39,7.09,33.37,Bajra
101.75,62.56,90.32,22.91,68.93,6.58,97.74,Tomato
26.73,86.58,52.39,18.29,57.51,6.61,30.08,Chickpea
113.55,64.28,84.63,18.24,52.2,7.33,66.21,Wheat
76.17,46.37,51.43,15.57,60.09,7.51,50.92,Barley
114.89,83.27,101.51,21.2,78.79,6.05,80.42,Potato
133.81,61.48,87.55,34.24,73.48,7.22,177.36,Sugarcane
87.77,37.27,48.73,12.8,41.55,6.19,30.69,Mustard
78.93,40.47,48.52,26.2,65.73,6.61,90.61,Sunflower
31.77,70.7,38.85,19.13,53.34,6.98,32.62,Chickpea
94.76,56.68,54.81,26.43,87.53,6.77,232.93,Rice
114.06,62.99,128.92,29.7,79.94,6.26,153.71,Banana
81.65,29.77,53.8,34.52,41.16,7.16,75.52,Cotton
114.89,55.85,88.97,33.45,73.08,7.2,187.06,Sugarcane
23.46,65.11,34.8,14.84,39.75,7.31,44.46,Lentil
128.79,56.68,97.12,30.69,73.66,6.8,178.86,Sugarcane
21.35,68.21,62.53,23.46,64.87,6.66,116.67,Soybean
68.55,49.06,45.64,22.58,65.36,6.37,73.44,Sunflower
104.04,58.02,73.21,22.0,71.45,6.37,145.2,Maize
71.33,38.82,46.78,17.38,40.88,6.45,32.94,Mustard
75.26,46.49,59.58,33.83,58.54,6.45,109.33,Mango
92.5,38.76,59.72,36.14,54.13,7.22,90.86,Cotton
75.42,33.37,31.74,34.18,49.8,7.2,61.7,Bajra
133.12,57.21,75.69,30.74,74.04,7.32,185.53,Sugarcane
129.46,69.51,88.73,31.84,79.72,7.41,170.83,Sugarcane
82.25,54.07,50.81,25.97,82.42,6.01,223.44,Rice
93.64,71.22,89.41,24.09,65.61,6.71,84.03,Tomato
82.93,72.88,88.02,20.91,62.58,6.22,91.73,Tomato
63.58,38.15,39.94,23.61,61.64,6.54,83.65,Sunflower
26.75,56.99,27.82,16.6,45.26,7.33,34.84,Lentil
92.12,36.59,48.11,35.2,80.52,6.71,198.83,Jute
100.89,50.26,71.9,20.13,62.37,6.21,97.45,Tomato
71.84,37.86,46.43,11.35,45.29,6.02,39.19,Mustard
90.83,64.42,76.5,27.88,75.76,6.24,87.86,Tomato
62.59,50.35,35.19,26.32,62.26,6.68,82.7,Sunflower
117.19,67.1,79.64,15.2,64.63,7.47,56.46,Wheat
20.6,82.02,46.05,25.69,62.17,6.89,104.24,Soybean
111.11,65.28,83.11,12.33,62.97,6.81,70.82,Wheat
57.83,39.06,43.57,30.82,56.78,7.46,65.52,Bajra
88.91,66.55,70.92,21.04,71.06,6.18,86.57,Tomato
72.99,46.16,53.6,34.63,61.79,7.62,80.81,Jowar
31.95,57.12,63.07,23.67,62.34,6.54,100.26,Soybean
85.09,32.78,51.15,34.61,42.48,7.4,73.74,Cotton
96.96,57.76,64.1,27.0,65.45,6.3,105.37,Maize
101.2,46.38,61.56,22.24,63.67,6.32,102.38,Maize
80.11,32.87,46.06,33.69,43.78,7.37,92.0,Cotton
112.33,75.88,118.19,15.11,71.88,5.44,107.12,Potato
115.14,66.07,73.34,17.97,60.8,6.59,63.91,Wheat
24.2,82.74,64.9,22.32,70.11,7.13,129.68,Soybean
102.91,88.16,112.48,17.4,76.7,5.42,84.01,Potato
39.37,60.03,57.84,26.12,53.54,6.52,112.27,Groundnut
92.74,53.76,62.1,29.44,84.68,6.23,204.36,Jute
52.29,33.52,36.86,30.02,52.45,6.62,36.66,Bajra
132.55,62.74,97.47,29.77,74.39,7.05,165.96,Sugarcane
32.87,64.26,54.67,26.28,63.2,6.4,90.83,Groundnut
78.26,29.62,57.78,30.44,42.65,7.55,79.24,Cotton
21.65,71.73,54.17,16.86,45.34,6.8,33.23,Chickpea
116.75,62.4,73.9,15.05,61.53,6.56,67.3,Wheat
23.0,81.04,69.91,27.81,69.69,7.09,130.81,Soybean
84.95,49.19,42.78,36.38,89.21,6.8,240.54,Jute
72.74,27.44,51.89,32.76,40.52,7.54,75.51,Cotton
83.57,43.78,42.22,16.48,53.69,6.82,30.71,Mustard
64.48,41.72,45.13,29.36,57.26,5.89,99.06,Mango
111.71,60.08,85.22,17.13,55.49,6.55,72.65,Wheat
118.74,72.02,86.46,28.24,77.42,6.58,199.27,Sugarcane
105.36,69.12,82.66,17.21,53.86,7.22,50.84,Wheat
23.23,65.8,68.84,24.54,71.38,6.69,133.09,Soybean
104.72,43.46,79.15,26.93,62.45,5.93,106.28,Maize
65.43,52.81,41.12,17.59,43.61,6.3,39.73,Mustard
81.57,57.26,91.71,23.81,65.4,6.67,104.67,Tomato
20.86,44.85,58.12,27.94,70.79,6.26,116.68,Groundnut
95.69,48.88,74.89,17.17,62.06,6.46,88.29,Onion
44.53,66.58,44.42,30.33,53.0,6.35,91.08,Groundnut
90.42,38.07,56.79,37.56,44.09,7.17,79.36,Cotton
91.76,45.33,59.86,35.42,87.05,6.3,200.95,Jute
33.19,66.29,56.73,24.73,71.28,6.96,104.6,Soybean
106.53,63.5,81.93,12.74,50.4,7.24,68.77,Wheat
120.04,72.75,127.14,15.39,82.2,5.37,95.66,Potato
70.96,32.69,36.56,39.56,46.59,7.22,51.37,Bajra
43.89,49.9,40.21,28.33,55.69,6.21,83.42,Groundnut
93.84,36.77,63.38,37.57,82.91,6.98,198.19,Jute
71.41,44.91,35.92,23.37,66.72,6.72,94.46,Sunflower
23.3,74.85,46.97,17.62,46.75,6.7,53.52,Chickpea
81.2,40.79,56.69,14.28,60.07,7.12,37.9,Barley
90.45,42.12,44.99,13.77,61.69,6.39,31.66,Barley
29.28,42.13,38.95,25.05,70.59,6.68,97.37,Groundnut
57.4,44.83,56.87,26.57,62.45,6.42,82.76,Sunflower
98.5,43.61,51.36,34.15,80.34,6.7,214.87,Rice
71.18,49.01,59.97,36.09,52.64,6.52,116.21,Mango
131.15,59.1,97.37,37.29,84.64,7.44,163.59,Sugarcane
66.44,39.24,35.33,35.31,53.43,7.16,49.23,Bajra
93.63,57.8,64.62,24.41,69.4,6.47,106.33,Maize
113.87,64.13,81.79,31.52,71.41,6.93,199.16,Sugarcane
65.14,41.31,46.38,12.27,55.49,6.42,35.17,Mustard
72.51,39.34,36.46,25.17,62.2,6.39,80.45,Sunflower
21.84,75.46,25.34,16.66,49.97,6.63,29.58,Lentil
89.64,52.85,60.69,32.72,88.24,6.61,234.28,Jute
62.28,48.05,47.18,16.82,47.44,6.89,37.41,Barley
31.82,77.11,52.19,27.69,67.89,6.42,126.29,Soybean
61.29,50.29,38.86,26.63,62.48,6.47,85.03,Sunflower
73.91,35.71,44.61,35.95,47.92,7.41,70.75,Cotton
85.5,32.34,40.84,14.03,41.07,6.39,51.9,Mustard
83.76,47.11,55.68,30.54,80.05,6.76,201.77,Rice
103.41,33.55,62.45,29.7,83.57,6.52,191.79,Jute
125.65,65.79,87.94,28.09,70.03,6.6,155.08,Sugarcane
75.75,31.39,54.16,28.74,54.06,7.3,52.6,Jowar
60.22,33.12,59.12,16.11,57.41,6.04,45.41,Mustard
53.22,50.38,53.91,25.49,67.52,7.0,91.02,Sunflower
111.55,63.59,86.47,18.21,57.16,6.85,60.88,Wheat
17.96,59.0,34.46,18.1,51.95,7.48,46.93,Lentil
77.64,49.4,62.59,15.46,46.49,6.94,33.15,Barley
55.36,27.03,56.37,30.67,55.26,7.9,76.46,Jowar
22.52,46.42,49.79,26.94,66.06,6.29,75.91,Groundnut
105.38,60.21,84.46,10.32,58.93,7.04,79.06,Wheat
75.12,26.69,42.56,35.27,54.01,6.22,64.99,Bajra
117.7,55.79,97.06,33.75,76.92,6.69,154.08,Banana
43.41,56.71,56.77,28.59,69.68,6.25,106.31,Groundnut
106.4,57.61,50.18,36.01,85.01,6.66,200.93,Jute
20.53,57.29,47.22,22.34,61.75,6.52,95.56,Soybean
54.36,37.07,56.51,24.85,55.84,6.52,80.54,Sunflower
29.43,84.04,45.03,21.17,40.72,7.88,34.91,Chickpea
91.81,45.36,52.48,29.09,85.52,6.44,214.72,Rice
28.68,57.67,39.0,24.73,63.04,6.64,78.96,Groundnut
34.5,73.71,54.83,18.19,55.33,6.82,42.65,Chickpea
37.64,60.91,54.7,25.39,62.08,7.2,112.62,Soybean
23.21,77.14,39.26,16.42,47.83,6.36,25.68,Lentil
36.03,64.28,50.26,28.88,68.27,6.8,95.54,Groundnut
83.6,72.35,80.93,26.43,64.6,6.55,83.23,Tomato
108.66,65.96,71.61,19.4,61.33,7.09,74.85,Wheat
74.96,49.51,36.4,34.1,60.15,6.63,84.47,Jowar
103.38,63.56,75.58,22.25,65.65,6.08,115.51,Maize
78.91,50.65,56.83,26.33,64.42,6.79,74.27,Sunflower
27.1,61.89,31.61,15.31,42.37,6.92,37.59,Lentil
111.2,58.33,86.33,30.47,73.88,7.38,175.76,Sugarcane
92.97,55.85,89.7,24.1,76.55,6.07,95.95,Tomato
18.25,58.07,35.36,16.38,40.69,7.25,26.72,Lentil
106.58,73.89,119.82,30.38,89.45,5.68,198.68,Banana
70.93,25.53,54.78,32.54,51.94,7.43,78.12,Cotton
91.19,44.85,53.59,37.49,52.4,7.84,82.77,Cotton
73.46,35.44,44.21,37.03,57.11,7.51,34.41,Bajra
67.27,44.59,44.68,26.8,58.65,7.07,96.89,Sunflower
29.89,46.31,58.02,28.01,64.4,5.95,108.73,Groundnut
75.29,37.21,35.58,23.41,59.33,6.83,73.95,Sunflower
94.95,49.48,41.16,34.58,89.43,6.79,249.57,Rice
68.66,34.07,53.78,30.4,56.4,6.66,40.0,Jowar
34.1,73.88,52.4,25.32,61.42,6.79,111.6,Soybean
87.08,38.24,79.05,15.6,62.49,6.94,63.47,Onion
61.32,42.83,62.1,17.52,57.48,6.82,60.79,Barley
105.76,79.59,120.35,18.84,80.47,5.84,111.06,Potato
85.09,43.54,45.73,17.19,63.51,6.54,55.23,Barley
97.16,52.07,62.2,34.57,81.74,6.92,215.57,Jute
85.07,37.28,53.02,28.61,89.65,6.76,235.06,Jute
54.54,40.8,45.1,34.51,56.74,7.66,45.01,Jowar
75.68,42.93,44.16,16.21,45.38,6.58,33.15,Mustard
79.88,37.29,34.15,35.9,42.39,7.32,71.03,Jowar
100.79,56.1,112.04,33.83,84.11,5.77,166.97,Banana
104.07,69.03,78.34,21.33,74.03,6.79,77.55,Tomato
36.07,82.7,58.42,23.16,68.7,6.33,110.92,Soybean
138.18,56.58,83.73,37.58,71.25,7.14,198.61,Sugarcane
69.02,43.91,64.17,21.72,64.52,6.38,75.93,Onion
86.7,40.57,55.52,34.28,51.96,7.6,72.58,Cotton
68.6,45.52,50.56,36.85,48.49,6.93,62.26,Bajra
80.09,37.78,51.23,33.3,54.95,7.18,60.36,Jowar
82.46,51.17,46.86,32.29,86.52,6.85,234.62,Rice
80.28,40.08,52.49,34.78,83.07,6.52,202.02,Jute
95.32,51.55,68.73,27.69,71.98,5.96,136.35,Maize
78.09,44.78,52.69,32.33,53.15,6.47,70.32,Jowar
31.02,52.67,49.76,25.89,65.37,6.03,102.09,Groundnut
67.02,32.24,41.85,15.54,43.85,6.93,40.49,Mustard
85.87,58.64,47.94,25.87,86.17,6.11,217.26,Rice
68.2,52.03,45.51,16.19,63.74,7.79,64.28,Barley
18.87,72.25,31.18,18.75,38.7,6.32,31.71,Lentil
101.86,73.73,116.27,31.25,85.05,6.6,209.67,Banana
68.13,45.83,43.8,22.64,56.75,7.04,92.49,Sunflower
111.55,74.92,93.41,28.87,70.3,7.22,171.96,Sugarcane
137.78,51.34,91.64,28.18,78.47,5.93,159.3,Banana
29.62,72.23,48.48,27.02,63.91,6.92,111.47,Soybean
75.82,51.62,51.35,27.61,67.25,6.75,84.86,Sunflower
78.76,30.04,47.06,16.86,40.49,6.0,33.44,Mustard
93.9,47.93,65.54,35.05,88.43,6.61,195.49,Jute
77.24,40.87,47.45,25.23,66.36,6.25,82.73,Sunflower
80.6,44.71,53.98,34.6,45.62,7.95,45.27,Bajra
92.03,54.44,46.22,16.81,61.21,7.38,57.53,Barley
66.77,45.54,47.17,28.31,53.24,6.18,93.78,Mango
80.83,39.06,43.65,34.88,50.89,7.31,93.16,Cotton
95.83,55.79,41.82,29.94,80.58,6.55,222.08,Rice
90.18,60.2,59.4,25.64,64.04,6.21,115.78,Maize
74.57,38.19,84.12,22.42,64.31,7.03,83.36,Onion
104.43,68.35,95.12,20.05,62.12,6.45,109.0,Tomato
133.87,63.61,86.35,36.79,83.44,6.74,159.96,Sugarcane
116.73,62.18,80.76,33.79,81.97,7.29,168.23,Sugarcane
87.61,26.98,58.18,31.72,43.07,7.18,60.56,Cotton
43.27,46.84,55.63,28.98,58.07,6.24,105.48,Groundnut
84.67,40.84,40.36,34.88,84.28,6.38,233.98,Rice
85.39,43.82,53.89,27.19,85.95,6.26,233.1,Rice
54.2,44.44,56.66,31.85,56.01,6.27,82.46,Mango
24.23,62.16,38.29,30.45,62.94,6.37,99.18,Groundnut
21.28,56.14,50.86,23.72,63.67,6.28,126.26,Soybean
78.56,27.11,43.77,34.0,51.9,7.15,86.39,Cotton
35.65,51.86,47.66,26.18,58.9,6.48,116.51,Groundnut
84.16,38.49,46.12,30.83,51.01,7.58,47.57,Bajra
34.01,76.44,71.54,23.09,64.73,7.08,118.08,Soybean
75.65,44.63,46.4,30.45,63.43,6.96,85.69,Mango
104.02,59.37,101.41,20.96,84.22,5.32,88.52,Potato
30.7,71.93,35.01,21.06,54.8,6.68,39.35,Chickpea
121.21,64.03,117.91,28.97,78.37,6.75,166.81,Banana
55.32,42.33,50.72,27.26,65.38,6.38,86.96,Sunflower
105.32,51.03,72.91,24.32,62.54,6.24,148.8,Maize
105.03,56.55,53.29,33.04,84.24,7.2,242.27,Jute
67.07,33.15,47.8,33.64,47.74,7.24,68.77,Bajra
70.45,48.63,53.19,36.11,49.04,6.38,46.1,Jowar
66.61,37.92,48.9,34.28,49.84,6.94,60.51,Bajra
60.01,47.42,51.24,11.68,44.19,6.81,40.05,Mustard
83.42,52.35,60.15,30.53,89.81,6.6,224.44,Jute
74.82,59.62,55.15,25.7,62.78,6.33,91.67,Sunflower
81.31,46.0,60.27,16.04,50.9,7.27,35.41,Barley
126.79,66.82,106.66,21.25,80.38,5.31,96.32,Potato
31.18,84.33,53.4,17.99,45.28,7.46,40.39,Chickpea
104.31,60.0,63.65,23.04,60.03,6.12,117.62,Maize
88.02,49.61,61.38,15.26,57.31,6.66,82.58,Onion
21.41,55.62,26.32,17.19,51.4,7.13,37.67,Lentil
67.02,31.85,47.1,32.45,50.19,7.48,60.8,Bajra
80.87,47.68,47.18,11.76,56.47,6.43,44.61,Mustard
75.21,37.97,48.16,34.84,48.7,6.43,66.21,Bajra
82.35,41.1,65.67,12.53,54.95,6.76,32.92,Barley
28.08,73.94,39.45,12.69,35.37,7.19,46.58,Lentil
31.32,82.22,37.66,18.51,54.05,6.83,51.78,Chickpea
82.75,53.08,65.42,13.07,49.69,7.31,52.54,Barley
78.76,30.25,63.24,34.75,56.07,6.19,72.86,Mango
78.32,46.27,45.94,17.27,59.07,6.61,41.77,Barley
63.71,47.69,41.14,22.45,59.3,6.7,71.72,Sunflower
108.15,65.21,87.93,11.96,50.34,7.36,67.31,Wheat
70.46,41.71,36.41,28.75,42.42,7.0,53.53,Jowar
138.69,63.67,94.64,37.42,83.15,6.71,174.8,Sugarcane
92.02,54.11,53.77,28.75,81.67,6.43,207.13,Rice
103.94,42.87,67.62,36.25,83.36,6.95,204.6,Jute
89.98,27.67,42.21,37.38,51.27,7.59,90.77,Cotton
29.38,59.26,65.01,25.2,63.59,6.76,102.06,Soybean
65.35,43.0,78.43,15.34,64.93,7.15,60.99,Onion
33.48,60.57,69.35,26.81,70.21,6.81,134.19,Soybean
85.28,53.74,63.1,37.97,80.19,6.74,226.11,Jute
81.48,70.41,76.96,22.85,76.49,6.78,105.42,Tomato
54.58,40.21,38.93,37.41,45.68,6.67,64.71,Bajra
99.75,43.01,51.88,28.81,89.7,6.84,241.92,Rice
82.67,35.52,55.26,12.72,51.73,7.2,55.45,Barley
69.09,30.97,43.92,33.83,55.98,6.75,64.83,Bajra
119.86,72.53,96.08,37.52,81.85,7.16,192.83,Sugarcane
29.47,71.06,40.55,21.29,48.41,7.09,48.1,Chickpea
106.22,45.57,72.94,27.66,66.33,6.18,123.05,Maize
72.68,43.75,79.01,15.59,63.28,6.51,64.28,Onion
25.68,69.79,67.77,25.05,60.51,7.19,103.5,Soybean
104.2,63.76,61.12,26.48,66.25,5.99,138.83,Maize
101.4,54.41,47.36,30.87,84.41,6.72,190.17,Jute
57.5,35.14,32.37,38.41,52.17,6.89,36.02,Bajra
23.6,79.37,46.21,20.38,53.64,7.51,41.23,Chickpea
34.86,85.59,49.91,16.46,55.77,7.29,52.23,Chickpea
22.33,73.29,32.63,14.78,49.3,6.35,49.37,Lentil
31.66,79.53,40.73,20.14,50.6,6.52,52.54,Chickpea
116.98,67.43,116.2,19.53,79.67,5.87,107.17,Potato
57.97,54.65,57.01,27.41,56.49,6.57,80.93,Sunflower
69.52,27.6,51.27,33.22,60.93,6.47,72.42,Jowar
134.18,63.55,77.83,32.34,76.86,7.05,155.28,Sugarcane
22.01,84.3,39.35,16.57,44.95,7.38,46.49,Chickpea
101.1,44.7,76.49,23.55,62.72,6.14,124.94,Maize
66.08,52.68,62.0,10.25,61.83,6.97,48.8,Barley
73.91,32.1,42.96,34.02,55.18,6.47,81.29,Jowar
21.65,55.67,65.64,24.91,69.81,6.56,125.17,Soybean
101.3,48.48,63.07,25.87,70.22,6.23,142.66,Maize
110.93,60.91,85.13,15.82,52.8,6.69,55.53,Wheat
87.36,26.11,45.69,36.55,41.2,7.86,63.68,Cotton
69.55,48.68,32.08,37.43,43.7,6.39,45.79,Bajra
122.61,71.31,122.73,18.35,81.05,6.08,115.62,Potato
58.15,27.84,48.29,34.02,48.83,7.64,76.83,Jowar
109.99,66.54,124.59,16.36,78.22,5.98,113.18,Potato
87.85,46.69,48.28,15.44,47.22,6.11,46.57,Mustard
63.36,39.45,46.76,35.15,63.8,6.83,96.2,Mango
134.62,62.82,97.05,28.28,75.02,5.59,168.79,Banana
64.03,40.72,50.47,11.45,58.86,6.75,42.95,Barley
55.91,47.52,38.45,26.46,62.72,6.28,96.69,Sunflower
108.65,55.12,71.49,24.41,70.91,6.25,138.46,Maize
23.15,57.17,42.9,18.32,51.53,7.21,38.05,Lentil
64.57,34.5,56.06,14.64,57.21,6.23,39.57,Mustard
57.82,49.57,54.37,23.78,66.66,6.82,82.7,Sunflower
116.94,60.03,86.66,36.98,72.24,7.33,164.57,Sugarcane
71.85,44.04,53.05,23.44,63.99,6.93,99.06,Sunflower
58.19,39.13,57.64,28.16,63.08,6.68,98.88,Mango
111.93,63.66,86.14,15.23,51.75,6.63,66.11,Wheat
118.2,63.83,82.61,14.3,56.57,6.81,72.86,Wheat
76.65,50.91,82.12,21.26,72.47,6.66,96.7,Tomato
118.92,49.76,128.96,30.9,81.14,5.6,148.87,Banana
100.7,53.35,43.33,31.37,80.25,6.25,173.03,Jute
91.47,59.07,74.96,20.66,55.86,6.56,80.31,Onion
120.6,60.88,108.21,19.56,79.83,5.69,111.82,Potato
20.3,84.21,43.02,20.71,52.75,7.74,37.14,Chickpea
89.25,64.24,92.38,20.65,72.75,6.59,90.15,Tomato
62.66,36.02,45.14,33.51,58.36,7.61,74.05,Jowar
67.78,42.99,48.48,38.3,44.6,6.87,61.99,Bajra
24.69,78.08,28.38,18.01,36.42,7.15,38.8,Lentil
64.17,36.8,43.36,11.0,54.35,6.5,43.94,Mustard
34.59,68.87,59.49,26.99,60.96,6.48,80.0,Groundnut
38.65,82.82,64.21,27.35,68.07,6.83,111.04,Soybean
105.72,55.5,100.59,33.6,81.95,6.1,184.29,Banana
25.05,61.36,40.04,13.22,41.73,7.28,45.71,Lentil
26.58,61.79,39.82,18.23,49.13,6.77,42.04,Lentil
30.45,62.71,69.25,23.08,66.55,7.0,119.77,Soybean
69.19,38.17,53.54,8.36,57.86,7.52,59.1,Barley
70.76,45.43,63.47,23.44,56.1,6.37,61.36,Onion
103.48,63.61,82.75,10.71,55.42,7.03,79.89,Wheat
20.87,79.04,40.28,14.56,51.18,7.27,36.39,Lentil
36.29,62.15,45.79,31.59,67.58,6.3,116.34,Groundnut
96.29,45.64,42.36,31.97,86.29,6.88,236.75,Rice
16.47,78.38,31.74,19.98,51.64,7.47,25.5,Lentil
69.23,32.33,57.56,36.99,55.9,6.95,91.03,Mango
97.33,55.04,70.16,24.19,70.85,6.15,123.24,Maize
124.52,83.52,102.6,19.25,77.25,6.15,91.87,Potato
106.22,38.5,62.24,33.84,86.76,7.06,172.11,Jute
17.4,63.96,29.66,14.53,44.85,6.85,39.02,Lentil
68.29,26.74,63.28,30.63,63.44,5.69,119.89,Mango
126.37,78.6,114.97,16.48,75.12,5.77,86.21,Potato
79.6,51.81,68.51,20.58,60.08,6.35,58.12,Onion
52.51,42.78,53.64,34.42,43.31,7.98,54.74,Jowar
80.82,52.8,95.06,26.49,74.21,6.62,85.67,Tomato
123.23,69.61,129.9,35.74,78.32,6.47,182.97,Banana
79.31,62.87,87.63,23.4,72.45,6.6,100.24,Tomato
111.53,63.42,86.2,12.38,53.37,7.0,57.83,Wheat
121.15,58.9,77.86,35.4,81.55,7.47,188.67,Sugarcane
54.59,35.85,39.75,29.38,61.99,6.55,52.82,Jowar
37.14,66.33,58.25,24.42,71.27,6.72,94.03,Soybean
93.91,53.35,51.22,31.8,83.01,6.52,202.28,Jute
116.07,89.83,104.26,21.04,77.46,5.22,118.89,Potato
21.82,67.61,52.93,19.1,56.82,7.02,46.93,Chickpea
135.52,60.14,85.18,32.99,78.0,7.16,152.08,Sugarcane
80.35,47.3,53.76,12.88,61.42,6.95,51.44,Barley
106.41,61.35,75.92,15.72,56.63,6.85,72.39,Wheat
94.48,42.41,49.72,34.38,88.28,6.36,248.55,Jute
118.06,71.3,83.98,32.8,84.49,6.74,186.06,Sugarcane
77.85,38.68,44.31,33.36,42.82,7.01,98.8,Cotton
64.57,43.37,39.49,25.9,63.75,7.03,96.24,Sunflower
102.88,53.37,107.85,31.16,86.75,5.65,203.82,Banana
99.87,71.18,75.06,20.83,64.19,6.76,85.81,Tomato
93.09,42.45,52.44,8.68,48.05,7.31,39.4,Barley
83.36,42.5,44.25,15.08,42.81,6.19,43.8,Mustard
68.7,45.05,54.27,24.89,66.72,6.71,89.81,Sunflower
118.18,68.2,87.76,11.99,54.26,6.79,61.31,Wheat
21.09,68.36,44.08,12.91,38.53,7.74,48.93,Lentil
127.79,75.76,120.14,17.17,80.31,5.64,114.28,Potato
103.28,62.85,85.86,19.06,64.63,6.73,76.44,Wheat
78.43,47.62,48.64,32.44,52.64,7.56,51.72,Bajra
20.23,87.46,45.54,20.95,41.08,6.84,36.48,Chickpea
110.02,60.6,100.25,17.0,83.34,5.73,105.3,Potato
68.07,39.73,54.02,35.72,52.7,6.9,58.98,Jowar
54.23,35.93,64.99,35.33,69.48,5.57,85.97,Mango
94.02,48.56,77.6,20.23,59.5,7.04,89.96,Onion
75.08,31.29,44.42,11.96,46.08,6.04,52.15,Mustard
88.35,62.82,88.07,25.19,64.7,6.65,106.3,Tomato
78.95,42.88,41.4,37.84,49.24,7.18,87.16,Cotton
94.93,51.25,55.55,25.84,64.97,5.99,110.34,Maize
114.99,86.89,103.8,16.19,80.04,5.57,104.94,Potato
125.88,53.49,108.98,29.25,78.04,6.45,142.81,Banana
74.84,41.81,51.59,11.76,49.47,6.01,39.27,Mustard
58.13,37.47,54.28,32.74,62.32,5.85,72.41,Mango
71.7,44.73,48.79,16.71,46.46,6.25,46.26,Barley
57.52,46.9,37.21,31.94,53.34,6.91,46.41,Jowar
93.64,53.61,63.61,31.19,85.76,6.35,220.84,Jute
76.33,37.68,66.41,12.69,51.95,6.54,40.72,Barley
42.92,42.29,42.73,25.72,57.64,6.16,79.64,Groundnut
81.25,39.89,49.34,31.82,42.99,7.43,90.22,Cotton
106.28,66.91,75.43,11.91,52.77,6.84,62.9,Wheat
66.35,56.25,54.83,17.64,52.03,7.09,37.6,Barley
40.35,67.07,43.13,27.37,66.42,6.3,113.48,Groundnut
51.59,36.5,53.04,27.16,62.86,6.63,95.36,Sunflower
56.87,44.66,64.54,32.83,57.78,5.87,106.48,Mango
60.62,30.28,55.41,15.17,45.27,6.49,26.26,Mustard
88.02,32.48,67.02,30.24,85.84,7.17,173.96,Jute
27.76,81.11,64.95,27.61,58.56,7.06,129.59,Soybean
26.44,85.36,42.78,20.96,51.46,6.71,46.24,Chickpea
90.05,68.09,87.27,26.73,68.76,6.78,100.86,Tomato
126.1,68.24,118.68,29.05,80.45,5.84,183.06,Banana
100.67,74.99,115.52,19.83,79.75,6.1,98.38,Potato
67.63,35.69,57.15,23.85,60.85,6.48,91.85,Sunflower
74.21,39.56,43.67,34.09,41.4,7.92,73.76,Cotton
60.47,46.65,31.36,39.9,53.83,6.71,60.43,Bajra
29.4,68.28,52.65,20.8,51.74,7.19,53.32,Chickpea
21.12,69.57,39.12,18.48,45.38,6.47,42.06,Lentil
85.69,32.51,42.82,35.67,52.82,7.69,60.72,Cotton
